timestamp,symbol_profile,trade_type,shares,price,avg_cost_basis,rsi,macd_line,macd_signal,vwap,sma20,sma50,trend_15m,atr,risk_per_share,pnl,pnl_pct,cash_balance,reason,stop_price_triggered,trailing_stop_triggered
20250424 13:06:00 US/Eastern,BITX_moderate,SELL,20,44.1600,44.2000,37.84,-0.0367,-0.0274,43.9901,44.2950,0.0000,bullish,0.0575,0.2500,-0.800,-0.090,2010.89,TrailingStopHit(44.204),,44.204
20250424 13:08:00 US/Eastern,IBIT_moderate,BUY,18,53.0500,53.0500,33.34,-0.0321,-0.0232,52.9720,53.1535,0.0000,bullish,0.0389,0.2500,,,1055.99,"Buy Init: RSI(33.34)<=OS(35), 15mOK, >VWAP",52.800,
20250424 13:08:00 US/Eastern,BITX_moderate,BUY,20,44.1100,44.1100,34.37,-0.0484,-0.0338,43.9909,44.2715,0.0000,bullish,0.0566,0.2500,,,173.79,"Buy Init: RSI(34.37)<=OS(35), 15mOK, >VWAP",43.860,
20250424 13:19:00 US/Eastern,BITX_moderate,SELL,20,43.8400,44.1100,31.35,-0.1232,-0.1052,43.9872,44.0375,0.0000,bullish,0.0731,0.2500,-5.400,-0.612,1050.59,StopLossHit(43.860),43.860,
20250424 13:19:00 US/Eastern,SCHD_moderate,BUY,20,25.6400,25.6400,33.31,-0.0104,-0.0053,25.5592,25.6785,0.0000,bullish,0.0171,0.2500,,,537.79,"Buy Init: RSI(33.31)<=OS(35), 15mOK, >VWAP",25.390,
20250424 13:24:00 US/Eastern,CONL_moderate,BUY,20,17.8700,17.8700,33.44,-0.0584,-0.0534,17.6863,17.9975,0.0000,bullish,0.0543,0.2500,,,180.39,"Buy Init: RSI(33.44)<=OS(35), 15mOK, >VWAP",17.620,
20250424 13:33:00 US/Eastern,CONL_moderate,SELL,20,17.9400,17.8700,43.41,-0.0198,-0.0297,17.6917,17.9595,0.0000,bullish,0.0532,0.2500,1.400,0.392,539.19,TrailingStopHit(17.980),,17.980
20250424 13:43:00 US/Eastern,IBIT_moderate,SELL,18,52.7800,53.0500,32.97,-0.0302,-0.0300,52.9655,52.8795,0.0000,bullish,0.0449,0.2500,-4.860,-0.509,1489.23,StopLossHit(52.800),52.800,
20250424 13:43:00 US/Eastern,HOOD_moderate,BUY,20,47.5800,47.5800,33.50,-0.0559,-0.0354,47.3959,47.7605,0.0000,bullish,0.0816,0.2500,,,537.63,"Buy Init: RSI(33.50)<=OS(35), 15mOK, >VWAP",47.330,
20250424 13:43:00 US/Eastern,SCHD_moderate,SELL,20,25.6400,25.6400,43.41,-0.0013,-0.0023,25.5638,25.6490,0.0000,bullish,0.0174,0.2500,0.000,0.000,1050.43,TrailingStopHit(25.644),,25.644
