timestamp,symbol_profile,trade_type,shares,price,avg_cost_basis,rsi,macd_line,macd_signal,vwap,sma20,sma50,trend_15m,atr,risk_per_share,pnl,pnl_pct,cash_balance,reason,stop_price_triggered,trailing_stop_triggered
20250327 09:43:00 US/Eastern,TLT_conservative,BUY,5,88.9400,88.9400,31.79,0.0000,0.0000,88.9007,88.8993,0.0000,bullish,0.0548,0.2500,,,1584.72,"Buy Init: RSI(31.79)<=OS(40), 15mOK, >VWAP",88.690,
20250327 09:43:00 US/Eastern,LI_conservative,BUY,10,26.0300,26.0300,15.18,0.0000,0.0000,25.9975,26.0414,0.0000,bullish,0.1537,0.2500,,,1324.42,"Buy Init: RSI(15.18)<=OS(40), 15mOK, >VWAP",25.780,
20250327 09:45:00 US/Eastern,PSQ_conservative,BUY,10,39.5900,39.5900,39.44,0.0000,0.0000,39.5882,39.5938,0.0000,bullish,0.0534,0.2500,,,928.52,"Buy Init: RSI(39.44)<=OS(40), 15mOK, >VWAP",39.340,
20250327 10:31:00 US/Eastern,PSQ_conservative,SELL,10,39.3300,39.5900,37.34,-0.0273,-0.0187,39.4615,39.3925,0.0000,bullish,0.0366,0.2500,-2.600,-0.657,1321.82,StopLossHit(39.340),39.340,
20250327 10:39:00 US/Eastern,LI_conservative,SELL,10,26.3000,26.0300,66.16,0.0331,0.0218,26.0792,26.1805,0.0000,bullish,0.0460,0.2500,2.700,1.037,1584.82,RSIOverbought(66.16>=65),,
20250327 11:01:00 US/Eastern,LI_conservative,BUY,10,26.1800,26.1800,37.50,-0.0095,0.0074,26.1110,26.2850,0.0000,bullish,0.0420,0.2500,,,1323.02,"Buy Init: RSI(37.50)<=OS(40), 15mOK, >VWAP",25.930,
20250327 11:07:00 US/Eastern,TLT_conservative,SELL,5,88.6800,88.9400,38.75,-0.0410,-0.0430,88.8565,88.7065,0.0000,bullish,0.0353,0.2500,-1.300,-0.292,1766.42,StopLossHit(88.690),88.690,
20250327 11:52:00 US/Eastern,UGL_conservative,BUY,10,30.9800,30.9800,39.73,0.0081,0.0138,30.7975,31.0260,0.0000,bullish,0.0159,0.2500,,,1456.62,"Buy Init: RSI(39.73)<=OS(40), 15mOK, >VWAP",30.730,
20250327 12:04:00 US/Eastern,LI_conservative,SELL,10,26.2000,26.1800,65.02,0.0039,-0.0017,26.1166,26.1500,0.0000,bullish,0.0231,0.2500,0.200,0.076,1718.62,RSIOverbought(65.02>=65),,
20250327 12:47:00 US/Eastern,LI_conservative,BUY,10,26.2000,26.2000,37.09,-0.0029,0.0012,26.1232,26.2310,0.0000,bullish,0.0193,0.2500,,,1456.62,"Buy Init: RSI(37.09)<=OS(40), 15mOK, >VWAP",25.950,
20250327 13:43:00 US/Eastern,UGL_conservative,SELL,10,30.8900,30.9800,66.49,0.0036,-0.0003,30.8141,30.8645,0.0000,bullish,0.0050,0.2500,-0.900,-0.291,1765.52,RSIOverbought(66.49>=65),,
20250327 13:47:00 US/Eastern,PSQ_conservative,BUY,10,39.4500,39.4500,38.68,0.0022,0.0084,39.3953,39.4990,0.0000,bullish,0.0191,0.2500,,,1371.02,"Buy Init: RSI(38.68)<=OS(40), 15mOK, >VWAP",39.200,
20250327 14:11:00 US/Eastern,LI_conservative,SELL,10,26.1000,26.2000,68.31,0.0090,-0.0002,26.1175,26.0320,0.0000,bullish,0.0205,0.2500,-1.000,-0.382,1632.02,RSIOverbought(68.31>=65),,
20250327 14:42:00 US/Eastern,TLT_conservative,BUY,5,88.8400,88.8400,36.45,-0.0075,-0.0019,88.8354,88.8920,0.0000,bullish,0.0250,0.2500,,,1187.82,"Buy Init: RSI(36.45)<=OS(40), 15mOK, >VWAP",88.590,
20250327 14:59:00 US/Eastern,PSQ_conservative,SELL,10,39.4700,39.4500,68.21,0.0054,-0.0072,39.3974,39.3880,0.0000,bullish,0.0210,0.2500,0.200,0.051,1582.52,RSIOverbought(68.21>=65),,
20250327 15:00:00 US/Eastern,UGL_conservative,BUY,10,30.9800,30.9800,30.19,0.0013,0.0047,30.8240,31.0020,0.0000,bullish,0.0046,0.2500,,,1272.72,"Buy Init: RSI(30.19)<=OS(40), 15mOK, >VWAP",30.730,
20250327 15:30:00 US/Eastern,TLT_conservative,SELL,5,88.8500,88.8400,66.50,0.0012,-0.0067,88.8317,88.7885,0.0000,bullish,0.0250,0.2500,0.050,0.011,1716.97,RSIOverbought(66.50>=65),,
20250327 15:51:00 US/Eastern,UGL_conservative,SELL,10,31.0100,30.9800,65.99,0.0017,0.0003,30.8296,30.9955,0.0000,bullish,0.0038,0.2500,0.300,0.097,2027.07,RSIOverbought(65.99>=65),,
20250327 15:53:00 US/Eastern,LI_conservative,BUY,10,26.1800,26.1800,39.23,0.0264,0.0458,26.1375,26.2775,0.0000,bullish,0.0377,0.2500,,,1765.27,"Buy Init: RSI(39.23)<=OS(40), 15mOK, >VWAP",25.930,
20250327 15:59:00 US/Eastern,LI_conservative,SELL,10,26.1400,26.1800,36.54,-0.0141,0.0089,26.1391,26.2515,0.0000,bullish,0.0385,0.2500,-0.400,-0.153,2026.67,EndOfDayExit,,
20250328 09:45:00 US/Eastern,LI_conservative,BUY,10,25.6200,25.6200,18.56,0.0000,0.0000,25.6195,25.6325,0.0000,bullish,0.0755,0.2500,,,1770.47,"Buy Init: RSI(18.56)<=OS(40), 15mOK, >VWAP",25.370,
20250328 09:47:00 US/Eastern,HOOD_conservative,BUY,10,42.6600,42.6600,28.03,0.0000,0.0000,42.6496,42.6294,0.0000,bullish,0.3048,0.3048,,,1343.87,"Buy Init: RSI(28.03)<=OS(40), 15mOK, >VWAP",42.355,
20250328 10:21:00 US/Eastern,HOOD_conservative,SELL,10,41.3400,42.6600,37.45,-0.2597,-0.2899,42.1594,41.4485,0.0000,bullish,0.2061,0.3048,-13.200,-3.094,1757.27,StopLossHit(42.355),42.355,
20250328 10:43:00 US/Eastern,TLT_conservative,BUY,5,90.0900,90.0900,37.34,-0.0094,0.0075,90.0600,90.1915,0.0000,bullish,0.0487,0.2500,,,1306.82,"Buy Init: RSI(37.34)<=OS(40), 15mOK, >VWAP",89.840,
20250328 11:10:00 US/Eastern,LI_conservative,SELL,10,25.5800,25.6200,67.81,0.0043,-0.0048,25.5728,25.5035,0.0000,bullish,0.0321,0.2500,-0.400,-0.156,1562.62,RSIOverbought(67.81>=65),,
20250328 11:34:00 US/Eastern,PSQ_conservative,BUY,10,40.3000,40.3000,36.73,-0.0094,-0.0005,40.1456,40.3590,0.0000,bullish,0.0274,0.2500,,,1159.62,"Buy Init: RSI(36.73)<=OS(40), 15mOK, >VWAP",40.050,
20250328 11:38:00 US/Eastern,TLT_conservative,SELL,5,89.8400,90.0900,35.07,-0.0546,-0.0497,90.0513,89.9340,0.0000,bullish,0.0444,0.2500,-1.250,-0.278,1608.82,StopLossHit(89.840),89.840,
20250328 11:53:00 US/Eastern,PSQ_conservative,SELL,10,40.4100,40.3000,66.35,0.0103,0.0021,40.1524,40.3390,0.0000,bullish,0.0227,0.2500,1.100,0.273,2012.92,RSIOverbought(66.35>=65),,
20250328 12:11:00 US/Eastern,UGL_conservative,BUY,10,31.3500,31.3500,39.55,0.0013,0.0101,31.2783,31.3990,0.0000,bullish,0.0152,0.2500,,,1699.42,"Buy Init: RSI(39.55)<=OS(40), 15mOK, >VWAP",31.100,
20250328 12:30:00 US/Eastern,TLT_conservative,BUY,5,90.0700,90.0700,37.84,0.0003,0.0141,90.0622,90.1460,0.0000,bullish,0.0348,0.2500,,,1249.07,"Buy Init: RSI(37.84)<=OS(40), 15mOK, >VWAP",89.820,
20250328 12:53:00 US/Eastern,UGL_conservative,SELL,10,31.4300,31.3500,67.93,0.0034,-0.0006,31.2825,31.3770,0.0000,bullish,0.0130,0.2500,0.800,0.255,1563.37,RSIOverbought(67.93>=65),,
20250328 13:08:00 US/Eastern,TLT_conservative,SELL,5,90.2400,90.0700,65.63,0.0182,0.0144,90.0681,90.1780,0.0000,bullish,0.0320,0.2500,0.850,0.189,2014.57,RSIOverbought(65.63>=65),,
20250328 13:16:00 US/Eastern,UGL_conservative,BUY,10,31.3600,31.3600,39.74,0.0023,0.0067,31.2859,31.3885,0.0000,bullish,0.0118,0.2500,,,1700.97,"Buy Init: RSI(39.74)<=OS(40), 15mOK, >VWAP",31.110,
